school,code,name,description,skills
SUTD,50.04,Natural Language Processing,"Natural Language Processing (NLP) is an important area within the general field of artificial Intelligence (AI). Modern NLP models focus on using machine learning algorithms for solving various text processing problems. This course covers fundamental topics within the domain of NLP, including part-of-speech tagging, word embeddings, chunking, syntactic parsing, semantic role labeling, semantic parsing, named entity recognition, sentiment analysis, generation, summarization and machine translation. Students will get a chance to learn fundamental algorithms as well as state-of-the-art, deep-learning based techniques for NLP and will get a chance to implement and play with advanced NLP algorithms and models. By the end of the course, students will be able to

Explain the fundamental tasks within NLP
Explain possible algorithms as solutions to NLP tasks
Implement the algorithms used for various NLP tasks
Design novel algorithms for solving new NLP tasks, and use existing NLP technologies for solving real problems Explain the major tasks within NLP that involve supervised structured prediction
Explain the major tasks within NLP that involve unsupervised learning
Apply the relevant models that need to be used for each task
Apply the major guiding principles when choosing a model for a specific task within NLP
Decide when to and when not to use neural network based or deep learning methods for a specific task within NLP
Design and implement fundamental algorithms used for various NLP tasks
Analyze the time complexity involved for a specific NLP algorithm
Evaluate the performance of an NLP model based on certain evaluation metrics on standard datasets","['natural', 'language', 'processing', 'nlp', 'artificial', 'intelligence', 'ai', 'machine', 'learning', 'algorithm', 'text', 'processing', 'nlp', 'part', 'speech', 'tagging', 'word', 'embeddings', 'chunking', 'syntactic', 'parsing', 'semantic', 'role', 'labeling', 'semantic', 'parsing', 'named', 'entity', 'recognition', 'sentiment', 'analysis', 'generation', 'machine', 'translation', 'deep', 'learning', 'based', 'nlp', 'nlp', 'algorithm', 'nlp', 'explain', 'possible', 'algorithm', 'nlp', 'task', 'implement', 'algorithm', 'design', 'novel', 'algorithm', 'nlp', 'task', 'unsupervised', 'learning', 'nlp', 'neural', 'network', 'based', 'deep', 'learning', 'nlp', 'design', 'implement', 'fundamental']"
SUTD,50.006,User Interface Design and Implementation,"The course will introduce the field of Human-Computer Interaction (HCI), Interaction Design and Usability in the context of today’s diverse interactive products. The course will cover usability principles, design guidelines and heuristics, user-centred design, usability engineering, user experience and evaluation techniques, and will include a series of mini design exercises and design-implementation projects. Students who successfully complete the course will be well-equipped with the concepts and language to argue and discuss how well a system’s front-end (e.g. a website, a mobile app, a museum kiosk, etc.) is designed and be able to design usable, easy-to-use, intuitive, attractive user-interfaces informed by the concepts and knowledge learned during the course. Understand the concept of usability, design principles, guidelines, heuristics and other fundamentals of Human-Computer Interaction.
Analyze a set of requirements in terms of its user-interface implications.
Develop a usage scenario for a given set of user requirements and available technologies.
Construct a user-interaction strategy for a given problem.
Sketch a series of user-interfaces for a given use scenario.
Implement a designed user-interface to demonstrate its functionality and usability.
Employ a set of usability engineering methods to refine a designed user-interface.
Evaluate a user-interface using suitable evaluation methodology. Apply design principles, guidelines and heuristics to create a user-interaction strategy that solves a real-world problem.
Design a usable and compelling user-interface given a set of requirements and available technologies.
Communicate effectively the designed user-interface to relevant stakeholders using design rationale and a sketching/presentation tool in an informed, reasonable and persuasive way.
Conduct an evaluation of a user-interface by employing a series of evaluation methods available in usability engineering.","['human', 'computer', 'interaction', 'hci', 'interaction', 'design', 'usability', 'usability', 'principle', 'design', 'guideline', 'heuristic', 'user', 'centred', 'design', 'usability', 'engineering', 'user', 'experience', 'evaluation', 'technique', 'usability', 'design', 'principle', 'guideline', 'heuristic', 'human', 'computer', 'interaction', 'user', 'requirement', 'available', 'technology', 'user', 'interface', 'given', 'use', 'scenario', 'usability', 'engineering', 'suitable', 'evaluation', 'methodology', 'guideline', 'heuristic', 'create', 'user', 'interaction', 'strategy', 'communicate', 'effectively', 'designed', 'user', 'interface', 'design', 'rationale', 'usability', 'engineering']"
SUTD,50.012,Networks,"This course will introduce the principles and practice of computer networking, with emphasis on the Internet. Students will learn concepts, principles, protocols, and applications of computer networks, including packet switching, layered architectures, TCP/IP, physical layer, error control, window flow control, local area networks (Ethernet, Token Ring; FDDI), network layer, congestion control, quality of service, multicast, network programming interfaces, networked applications. Explain fundamental network protocols.
Describe the organisation of computer networks, and classify factors influencing computer network development and the reasons for having variety of different types of networks.
Solve standard problems in interconnections between autonomous networks.
Model the Internet structure and derive operational parameters.
Design optimized network topology for given problem settings.
Analyze and evaluate a provided network setup.
Design and implement a server-client architecture based on sockets. Description of the essential features of different networking protocols, such as TCP, IP, DNS, and ARP.
Conceptual design of a computer network based on a set of provided operational requirements.
Application of routing algorithms to determine the shortest path in an network such as the internet, modeled as a weighted graph.
Model and analysis of a network of autonomous systems.
Analysis of a real network setup and critique of the design decisions.
Design and implementation of a client-server application program using sockets.","['principle', 'practice', 'computer', 'networking', 'computer', 'network', 'packet', 'switching', 'layered', 'architecture', 'tcp', 'ip', 'physical', 'layer', 'error', 'control', 'window', 'flow', 'control', 'local', 'area', 'network', 'ethernet', 'token', 'ring', 'network', 'layer', 'congestion', 'control', 'quality', 'service', 'multicast', 'network', 'programming', 'interface', 'networked', 'application', 'computer', 'network', 'classify', 'factor', 'computer', 'network', 'development', 'internet', 'evaluate', 'provided', 'network', 'tcp', 'ip', 'dns', 'arp', 'conceptual', 'design', 'internet']"
SUTD,50.017,Graphics and Visualisation,"Introduction to computer graphics algorithms, software and hardware. Topics include ray tracing, the graphics pipeline, transformations, texture mapping, shadows, sampling, global illumination, splines, animation, color, fundamentals of virtual and augmented reality (VR and AR).

In this course, we will concentrate on 3D, not 2D illustration or image processing. You will learn:

Fundamentals of computer graphics algorithms
Basics of real-time rendering and graphics hardware
Basic OpenGL
C/C++ programming experience
How to write efficient programs
Algorithms that can help in Machine Learning (e.g. KDTree) Understand the fundamentals of computer graphics algorithms

Implement graphics algorithms for a variety of applications: video games, movies, CAD, etc.
Understand the different requirements of different applications.
Understand the basics of real-time rendering and graphics hardware.
Use C/C++ and OpenGL programming to build 3D graphics applications Understand key topics related to computer graphics:

Coordinate transformations
Bezier curves and splines
Representation and interpolation of rotations
Computer animation
Particle systems
Collision detection
Ray Tracing
Rasterization and Shading
Texture mapping
Global illumination approaches","['computer', 'graphic', 'algorithm', 'ray', 'tracing', 'graphic', 'pipeline', 'transformation', 'texture', 'mapping', 'shadow', 'sampling', 'global', 'illumination', 'spline', 'animation', 'virtual', 'augmented', 'reality', 'computer', 'graphic', 'algorithm', 'graphic', 'hardware', 'basic', 'opengl', 'c', 'c', 'programming', 'machine', 'learning', 'computer', 'graphic', 'algorithm', 'graphic', 'algorithm', 'video', 'game', 'movie', 'graphic', 'hardware', 'c', 'c', 'opengl', 'programming', 'build', 'graphic', 'application', 'computer', 'graphic', 'computer', 'animation', 'particle', 'system', 'collision', 'detection', 'ray', 'tracing', 'rasterization', 'texture', 'mapping', 'global', 'illumination']"
SUTD,50.02,Network Security,"This course covers theory and practice of network security. Starting with general introduction of network security, this course focuses on Internet security. The first part addresses common security issues and countermeasures at each of the five layers from the TCP/IP protocol stack. Subsequently, Firewall and Intrusion Detection/ Prevention System are covered as two of the most common tools/technologies to protect a network. Finally, the course ends with special topics such as wireless network security, IoT security, etc. Explain common attacks and countermeasures in a networked system, particularly on the commonly used network protocols.
Model, analyse and apply effective countermeasures for secure networked systems.
Apply layered defense technologies to a secure network design.
Design and optimise network design for given problem settings.
Evaluate the security of an existing network design. By the end of the course, students will be able to:

Description of the fundamental concepts of network security, through proper threat modeling and security goal definition in a design project.
Application of security countermeasures to design a secure networked system.
Applications of security countermeasures to mitigate common attacks by demonstrating security level improvement of a vulnerable networked system.
Application of layered defense technologies/tools and practical considerations for securing a complex network in a design project.
Security assessment and optimisation of a given networked system through an experimental project.
Demonstration of common attacks fro common network protocols, through successful packet sniffing and editing in a laboratory environment.","['theory', 'practice', 'network', 'security', 'network', 'security', 'internet', 'security', 'tcp', 'ip', 'protocol', 'stack', 'firewall', 'intrusion', 'prevention', 'system', 'technology', 'protect', 'network', 'wireless', 'network', 'security', 'iot', 'security', 'attack', 'networked', 'system', 'network', 'protocol', 'security', 'network', 'design', 'network', 'security', 'threat', 'modeling', 'security', 'security', 'networked', 'system', 'security', 'countermeasure', 'layered', 'defense', 'technology', 'securing', 'complex', 'network', 'security', 'assessment', 'optimisation', 'network', 'protocol']"
SUTD,50.021,Artificial Intelligence,"Artificial intelligence (AI) is a rich field spanning formal systems for representing and processing symbolic information, computational models of human cognition, and a range of techniques for learning, planning and reasoning under uncertainty. In this course, students will gain an appreciation of what “artificial intelligence” means, and how it can be usefully applied to real-world problems. Students will learn the intricacies of state-space search and constraint programming. Through an in-depth treatment of knowledge representation via propositional and first-order logic, students will understand how expert knowledge can be fed into and be processed by modern computers. In addition, students will acquire skills in using planning algorithms to find solutions to optimization problems, and understand how to use probabilistic reasoning to draw inferences in uncertain environments. By the end of the course, students will be able to:

Define the meaning of “artificial intelligence”.
Name examples of AI that are successful in real-world problems.
Describe the strengths and limitations of various state-space search algorithms, and choose the appropriate algorithm for a problem.
Formulate and solve problems in the framework of constraint satisfaction problems.
Formulate and solve planning problems.
Use probabilistic modelling techniques to solve problems with noise, incomplete information, and uncertainty.
Summarize the essential components of gradient-based optimization in supervised learning problems
Explain the impact of stepsizes in gradient-based optimization
Recognize the difference between batch and stochastic/mini-batch gradient descent and apply improved weight update methods such as momentum term, RMSProp and Adam.
Be able to apply the training and running of trained neural networks in Pytorch
Be able to investigate the impact of essential parameters such as stepsize, batchsize and training iterations when training a neural network
Discuss the usage of different neural network structures such as fully connected, convolutional and pooling layers
Be able to recall state of the art neural network components such as batch normalization layers and residual connections
Be able to recall the basic ideas behind neural networks used for machine translation and sequence to sequence learning.
Be able to construct input samples that are able to fool neural networks
Explain the difference between training from scratch and finetuning, be able to run finetuning of neural networks. List current useful real-world applications of AI.
Implement state-space search algorithms for a variety of problems.
Solve constraint programming problems.
Infer new information from provided knowledge.
Use planning algorithms to find optimal solutions.
Solve problems with noise and uncertainty using probabilistic techniques.","['artificial', 'intelligence', 'ai', 'artificial', 'intelligence', 'optimization', 'problem', 'probabilistic', 'reasoning', 'artificial', 'intelligence', 'constraint', 'satisfaction', 'probabilistic', 'modelling', 'gradient', 'based', 'optimization', 'supervised', 'learning', 'stochastic', 'mini', 'batch', 'gradient', 'descent', 'apply', 'improved', 'weight', 'momentum', 'term', 'neural', 'network', 'stepsize', 'neural', 'network', 'neural', 'network', 'structure', 'convolutional', 'pooling', 'neural', 'network', 'batch', 'normalization', 'residual', 'connection', 'neural', 'network', 'machine', 'translation', 'sequence', 'learning', 'neural', 'network', 'neural', 'network', 'state', 'space', 'search', 'algorithm', 'probabilistic', 'technique']"
SUTD,50.033,Foundations of Game Design and Development,"This is an introductory course about the basic of game creation. This course provides an overview of different aspects of game development. Student will get in touch with C++ Programming (industry standard), starting with console application, then GUI games on various platform with graphics, dialog boxes, and user control. There are also basic overview of topics including game architecture, interface design, graphics for game, audio for game, prototyping and play testing. Students will be able to implement their creative gaming idea by using the latest gaming tools which are easy and readily usable. Have a board but general overview of different aspects of game development.
Understand the complete flow of game development in a high level perspective, be prepared to master the complete skill set of game development. Produce simple games with student’s novel idea by using existing tools.
Ability to use code libraries to quickly create runnable games.","['game', 'creation', 'game', 'development', 'c', 'programming', 'console', 'application', 'gui', 'game', 'game', 'architecture', 'interface', 'design', 'graphic', 'game', 'audio', 'game', 'prototyping', 'game', 'development', 'flow', 'game', 'development', 'skill', 'set', 'game', 'development']"
SUTD,50.037,Blockchain Technology,"Decentralized blockchain-based systems, such as Bitcoin and Ethereum, are successful beyond all expectations. Although still in their infancy, they promise to revolutionize how we think of financial, information, and other infrastructures. This course covers the technical aspects of public distributed ledgers, blockchain systems, cryptocurrencies, and smart contracts. Students will learn how these systems are built, how to interact with them, how to design and build secure distributed applications. By the end of the course, students will be able to

Understand how blockchain systems (mainly Bitcoin and Ethereum) work,
To securely interact with them,
Design, build, and deploy smart contracts and distributed applications,
Integrate ideas from blockchain technology into their own projects. Explain design principles of Bitcoin and Ethereum.
Explain Nakamoto consensus.
Explain the Simplified Payment Verification protocol.
List and describe differences between proof-of-work and proof-of-stake consensus.
Interact with a blockchain system by sending and reading transactions.
Design, build, and deploy a distributed application.
Evaluate security, privacy, and efficiency of a given blockchain system.","['decentralized', 'blockchain', 'based', 'system', 'public', 'distributed', 'ledger', 'blockchain', 'system', 'cryptocurrencies', 'smart', 'contract', 'design', 'build', 'secure', 'distributed', 'application', 'build', 'smart', 'contract', 'distributed', 'application', 'consensus', 'describe', 'difference', 'proof', 'work', 'proof', 'stake', 'consensus', 'build', 'distributed', 'application', 'evaluate', 'security']"
SUTD,50.041,Distributed Systems and Computing,"This course introduces fundamental concepts for designing and implementing large‐scale distributed systems. The course will not only focus on the design aspects of distributed systems, but will also focus on the fundamental principles to ensure the correctness in a distributed environment. We will apply the concepts via hands on assignments using GO programming language. The course will also deep dive into specific concepts of distributed systems e.g. designing distributed file systems (such as in Google File Systems) to accommodate arbitrarily many application‐level users. Finally, we will discuss concepts on recovering from faults (both normal and byzantine) in a distributed system. Design and implement a distributed system from scratch.
Apply key ideas to maintain the correctness in distributed systems.
Learning techniques to design and develop massively parallel systems using GO programming language.
Learning techniques to design and implement a distributed file system.
Learning and applying techniques to recover from faults in distributed systems. Build models of distributed systems [LO 1].
Prototype distributed software systems [LO 1,2,3,4,5].
Build distributed algorithms using industry-strength programming language [LO 3].
Build algorithms to analyse the correctness of distributed systems [LO 2].
Prototype software and systems to manage files and records in a distributed environment [LO 4].
Build algorithms to analyse and test possible faults in distributed systems [LO 1, 5].
Build techniques to recover from faults in distributed systems [LO 5].
Build techniques at the level of supervisory software to support distributed applications [LO 1,4,5].","['designing', 'implementing', 'large', 'scale', 'distributed', 'system', 'distributed', 'system', 'go', 'distributed', 'system', 'designing', 'distributed', 'file', 'system', 'google', 'file', 'system', 'distributed', 'system', 'distributed', 'system', 'scratch', 'distributed', 'system', 'design', 'develop', 'massively', 'parallel', 'system', 'go', 'design', 'implement', 'distributed', 'file', 'system', 'distributed', 'system', 'distributed', 'system', 'lo', 'distributed', 'software', 'system', 'lo', 'programming', 'language', 'analyse', 'correctness', 'distributed', 'system', 'lo', 'distributed', 'environment', 'lo', 'distributed', 'system', 'lo', 'distributed', 'system', 'lo', 'supervisory', 'software', 'support', 'distributed', 'application', 'lo']"
SUTD,50.042,Foundations of Cybersecurity,"This course provides students with a basic appreciation and understanding of the core concepts of information security. Topics to be covered include concepts for confidentiality, integrity and availability; introduction to cybercrimes and security issues; threats to information systems and devices; cryptographic primitives such as symmetric and asymmetric cryptography; core problems such as random number generation, entropy, and key distribution; and common topics such as security protocols and public‐key infrastructures. List basic security solutions and models; explain concepts for confidentiality, integrity and availability.
Apply protocols used for key establishment, encryption, and authentication to secure a system.
Apply known attacks to vulnerable cryptographic primitives.
Model, analyse, and apply cryptographic primitives used for encryption, secure hashing, and digital signatures.
Evaluate the security of existing system designs respect to different attacker models. Evaluate security models like CIA model (confidentiality, integrity, availability) by defining and assessing security level for an existing system in a design project
Perform attacks related to block ciphers in Electronic‐Codebook mode, through successful retrieval of partial or full information related to the plaintext or key used, and
show the outcome of the attacks.
Implement a scheme for pre‐image recovery of hashes through brute force and hybrid attacks for hash related password authentication systems.
Apply substitution ciphers, One‐time‐pads, and AES in real‐life applications to prevent sensitive data exposure and thus preserve the confidentiality of secret data.
Analyse network logs , based on that, implement potential attacks on schemes for encryption, authentication, key establishment and digital signatures, through a challenge design and solving project.","['integrity', 'availability', 'security', 'issue', 'cryptographic', 'primitive', 'symmetric', 'asymmetric', 'cryptography', 'random', 'number', 'generation', 'security', 'protocol', 'public', 'key', 'infrastructure', 'security', 'integrity', 'availability', 'encryption', 'secure', 'hashing', 'digital', 'signature', 'security', 'evaluate', 'security', 'model', 'cia', 'model', 'confidentiality', 'integrity', 'defining', 'assessing', 'security', 'electronic', 'codebook', 'mode', 'partial', 'aes', 'confidentiality', 'secret', 'data', 'network', 'log', 'encryption', 'authentication', 'establishment', 'digital', 'signature']"
SUTD,50.044,System Security,"This course covers the security of users, individual computer systems, including personal computers, smart cards and embedded platforms. The course starts with considerations of common security flaws in a computer system, security of widely used computer platforms and user authentication. Then, topics such as physical‐layer attacks and tamper resistant hardware are discussed. Finally, the course ends with a set of selected security topics like biometrics, computer forensics, and Bitcoin. Define security objectives for a given computer system based on problem setting and requirements
Explain how computer systems are compromised
Learn how to defend against common attacks to various computer systems
Apply basic security design principles to a secure computer system design and implementation Identify the security objectives of a computer system by defining and assessing the security level of an existing computer system properly and comprehensively, through a design project
Demonstrate ability to apply and analyse common attacks on various computer systems, through successfully compromising a computer system in a laboratory environment
Analyze and apply defensive technology and software to defend various computer systems, by demonstrating security level improvement of existing vulnerable computer systems
Demonstrate mastery of applying system security design principles and best practices by interpreting the process of securing a computer system in a design project","['security', 'security', 'flaw', 'security', 'widely', 'used', 'computer', 'platform', 'user', 'authentication', 'physical', 'layer', 'attack', 'tamper', 'resistant', 'hardware', 'biometrics', 'computer', 'forensics', 'bitcoin', 'define', 'security', 'computer', 'system', 'basic', 'security', 'design', 'principle', 'system', 'design', 'security', 'computer', 'system', 'compromising', 'computer', 'system', 'applying', 'system', 'security', 'design', 'principle', 'process', 'securing', 'computer', 'system']"
SUTD,50.045,Information Retrieval,"Automatic methods of Information Retrieval (IR) have gained greater significance in recent years due to the dramatic increase in the amount of data available on the Web. The data is often present in multiple forms (such as text, image, video) and hence it is necessary that the IR techniques being deployed on the web are able to perform various operations such as search and retrieval across all these different data formats. In this course, the study of IR will be focused on the methodologies of indexing, processing, and querying of primary textual data and will be extended to video and image data in the latter part of the course. The primary learning objective of the course will be – i) to gain knowledge about the basic concepts and techniques of IR.; ii) understand the basic functionality and underlying algorithm of an IR system.; iii) understand modern neural networks and deep learning-based techniques that are used in today’s’ IR systems.; and iv) to learn about several applications of e.g., question answering, image, and video retrieval; v) learn how to develop a basic IR system from scratch and evaluate the system; vi) learn classification, clustering, topic modeling which are the core modules in an IR system. Gain knowledge about the basic concepts and techniques of IR.
Understand the basic functionality and underlying algorithms of an IR system.
Understand modern neural networks and deep learning-based techniques that are used in today’s IR systems.
Learn about several applications of e.g., question answering, image, and video retrieval.
Learn how to develop a basic IR system from scratch and evaluate the system.
Learn clarification, clustering, topic modeling which are the core modules in an IR system. Identifying important concepts of Information Retrieval.
Learn vector space modeling, modern deep learning techniques for IR and evaluation methods. Finally, utilize this knowledge to complete the project.
Evaluate the performance of different IR models using empirical benchmarks.
Implement different IR applications such as Question Answering, Image and Video Retrieval systems.
Able to use libraries such as Sklearn, Keras for data processing and IR model creation.
Mathematically explain common neural network-based models, word2vec and Glove distributed word representations for IR system building.","['automatic', 'method', 'information', 'retrieval', 'ir', 'ir', 'search', 'retrieval', 'ir', 'indexing', 'processing', 'querying', 'primary', 'textual', 'data', 'basic', 'concept', 'technique', 'ir', 'basic', 'functionality', 'underlying', 'algorithm', 'ir', 'system', 'neural', 'network', 'deep', 'learning', 'based', 'ir', 'system', 'develop', 'basic', 'ir', 'system', 'scratch', 'evaluate', 'system', 'classification', 'clustering', 'topic', 'modeling', 'ir', 'system', 'basic', 'concept', 'technique', 'ir', 'understand', 'basic', 'functionality', 'underlying', 'algorithm', 'ir', 'system', 'neural', 'network', 'deep', 'learning', 'based', 'develop', 'basic', 'ir', 'system', 'scratch', 'evaluate', 'system', 'clarification', 'clustering', 'topic', 'modeling', 'ir', 'system', 'learn', 'vector', 'space', 'modeling', 'deep', 'learning', 'ir', 'evaluation', 'method', 'ir', 'model', 'empirical', 'benchmark', 'ir', 'application', 'question', 'answering', 'image', 'video', 'retrieval', 'system', 'kera', 'data', 'processing', 'ir', 'model', 'creation', 'neural', 'network', 'based', 'model', 'word', 'vec', 'glove', 'distributed', 'word', 'representation', 'ir', 'system', 'building']"
SUTD,50.046,Cloud Computing and Internet of Things,"The Internet of Things and its integration with cloud computing are transforming our world in a fundamental way. This course teaches some of the essential IoT and cloud computing technologies from the ground up. Specific topics covered include IoT devices programming (ESP32), sensing technologies, IoT protocols (Zigbee, LPWAN, MQTT), and multiple cloud-based services including storage, distributed and parallel computing, and virtualization. Students will learn how to design, develop, and deploy end-to-end cloud-based IoT applications, by formulating a real-world problem and identifying its key design objectives, challenges, and constraints. To understand the related architecture designs and technologies of cloud computing
To explain the overall architecture and key design principles of IoT systems, including both functional and non-functional aspects
To design cloud-based IoT applications using proper cloud services
To gain hands-on experience in key technologies for developing an IoT system, including sensor selection / interfacing, embedded system programming, use of suitable network protocols, and various cloud services (compute, storage, data analytics, management)
To gain design experience in solving a real-world problem using IoT and cloud technologies
To gain both the experience and confidence in learning a new IoT technology independently List the functions of different IoT and cloud computing components
Use various sensors, embedded device libraries, IoT protocols, and cloud services
Develop skills in systematic testing and debugging
Work in a team to formulate a real-world problem that can be solved using IoT and cloud technologies, including design objectives, challenges, and constraints
Apply suitable IoT and cloud technologies to develop a proof-of-concept system, and present the solution in the class with explanation of its key design considerations
Apply new cloud services or sensors if relevant to the project","['internet', 'thing', 'iot', 'cloud', 'computing', 'technology', 'iot', 'device', 'programming', 'esp', 'sensing', 'technology', 'iot', 'protocol', 'storage', 'distributed', 'parallel', 'computing', 'virtualization', 'design', 'develop', 'deploy', 'end', 'end', 'cloud', 'based', 'iot', 'application', 'architecture', 'design', 'technology', 'cloud', 'computing', 'overall', 'architecture', 'key', 'design', 'principle', 'iot', 'system', 'functional', 'non', 'functional', 'aspect', 'cloud', 'service', 'iot', 'system', 'selection', 'interfacing', 'embedded', 'system', 'programming', 'use', 'suitable', 'network', 'protocol', 'compute', 'data', 'analytics', 'management', 'iot', 'cloud', 'technology', 'confidence', 'learning', 'iot', 'cloud', 'computing', 'component', 'use', 'various', 'sensor', 'embedded', 'device', 'library', 'iot', 'protocol', 'cloud', 'service', 'systematic', 'testing', 'debugging', 'iot', 'cloud', 'technology', 'design', 'objective', 'cloud', 'technology', 'develop', 'proof', 'concept', 'system']"
SUTD,50.049,Parallel Computing on Multicore Architectures,"This course hence aims to equip students with core knowledge of multicore processor architectures and parallel computing, they will:

understand where is the parallelism come from based on the advances in superscalar hyperthreading hardware architectures (multicore CPUs and GPUs);
learn how to architect algorithms, software and solutions that can take full advantage of the latest hardware architectures;
understand the principles of how to design correct and efficient parallel computing software and get familiar with the tools to debug and instrument parallel computing;
get hands-on experience from case studies of algorithms/systems and readings from the current literature provide comparisons and contrasts. Explain the key technologies (e.g., pipeline, out-of-order execution, speculation) used in processor architecture for improving performance.
Learning key concepts in design issues of multi-core processors, such as memory, communication, and scheduling.
Learning how one can develop software that exploits parallelism and concurrency for efficiency, including using software libraries, tools, and formal techniques for design and benchmarking.
Able to develop parallel computing algorithm or system component on modern multicore hardware architectures. Able to understand the fundamental concepts of multicore architectures [Exam].
Implement a working efficient parallel computing algorithm/system components on modern multicore architectures [Projects].
Implement, optimize and test parallel algorithms and data structures [Projects, Exams].","['multicore', 'processor', 'architecture', 'parallel', 'computing', 'superscalar', 'hardware', 'architecture', 'architect', 'algorithm', 'software', 'solution', 'design', 'correct', 'efficient', 'parallel', 'computing', 'software', 'debug', 'instrument', 'parallel', 'computing', 'pipeline', 'order', 'execution', 'speculation', 'processor', 'architecture', 'multi', 'core', 'processor', 'memory', 'communication', 'scheduling', 'parallelism', 'concurrency', 'efficiency', 'software', 'library', 'develop', 'parallel', 'computing', 'algorithm', 'multicore', 'hardware', 'architecture', 'multicore', 'architecture', 'exam', 'modern', 'multicore', 'architecture', 'project', 'optimize', 'test', 'parallel', 'algorithm', 'data', 'structure', 'project', 'exam']"
SUTD,50.05,Discrete Mathematics and Algorithm Design,"An in-depth understanding of Computer Science requires strong mathematical foundations. In this course, students will learn the foundations of discrete mathematics and other mathematical areas, with an emphasis on understanding the underlying mathematics for algorithms beyond those covered in 50.004 Algorithms. Through this course, students will appreciate the wide applicability of mathematics for algorithms in artificial intelligence, communications, computer graphics, cybersecurity, data analytics, robotics, etc. Topics include: Counting methods, logic and proof methods, graph theory (incl. graph colorings, matchings, Ramsey theory), graph algorithms (e.g. Fleury’s algorithm, Kosaraju’s algorithm, Kruskal’s algorithm, Prim’s algorithm), number theory (e.g. modular arithmetic, Euclidean algorithm), coding theory (e.g. Huffman coding, Hamming codes), convex geometry (e.g. polytopes, Voronoi diagrams), computational geometry (e.g. Fortune’s algorithm, Gilbert-Johnson-Keerthi algorithm). At the end of the term, students will be able to:

Understand basic concepts in set theory and logic.
Apply counting methods and proof methods in solving problems.
Demonstrate familiarity with graph-theoretic terminology and concepts.
Analyze structural properties in graphs.
Understand the applications of graph algorithms.
Solve problems using Kruskal’s algorithm and Prim’s algorithm.
Understand Sperner’s lemma and its applications.
Understand basic concepts in elementary number theory.
Apply Huffman coding to data compression.
Understand the geometry of error correction codes.
Demonstrate familiarity with data encoding/decoding using Hamming codes.
Understand basic geometric concepts in convex geometry and computational geometry.
Understand Voronoi diagrams and Fortune’s algorithm.
Understand the Gilbert-Johnson-Keerthi (GJK) algorithm. Solve counting problems via multiple counting methods.
Write mathematical proofs that incorporate various proof methods.
Compute matchings in graphs.
Design simple graph algorithms.
Design algorithms for fair resource division using Sperner’s lemma.
Compute minimal spanning trees using Kruskal’s algorithm and Prim’s algorithm.
Solve congruence equations.
Apply encoding/decoding techniques to data.
Analyze the correctness of algorithms using mathematical concepts.","['computer', 'science', 'discrete', 'mathematics', 'mathematics', 'artificial', 'intelligence', 'communication', 'computer', 'graphic', 'cybersecurity', 'data', 'analytics', 'robotics', 'counting', 'method', 'logic', 'proof', 'method', 'graph', 'theory', 'graph', 'coloring', 'matchings', 'ramsey', 'theory', 'graph', 'algorithm', 'algorithm', 'algorithm', 'kruskal', 'algorithm', 'prim', 'algorithm', 'number', 'theory', 'modular', 'arithmetic', 'euclidean', 'algorithm', 'coding', 'theory', 'huffman', 'coding', 'hamming', 'code', 'convex', 'geometry', 'polytopes', 'voronoi', 'diagram', 'computational', 'geometry', 'fortune', 'algorithm', 'gilbert', 'johnson', 'counting', 'method', 'proof', 'method', 'familiarity', 'graph', 'theoretic', 'terminology', 'concept', 'graph', 'algorithm', 'kruskal', 'algorithm', 'prim', 'algorithm', 'number', 'theory', 'error', 'correction', 'code', 'familiarity', 'data', 'encoding', 'decoding', 'hamming', 'code', 'convex', 'geometry', 'computational', 'geometry', 'voronoi', 'diagram', 'fortune', 'compute', 'matchings', 'simple', 'graph', 'algorithm', 'sperner', 'lemma', 'compute', 'minimal', 'spanning', 'kruskal', 'algorithm', 'prim', 'algorithm', 'encoding', 'decoding', 'analyze', 'correctness', 'algorithm', 'using', 'mathematical', 'concept']"
SUTD,50.051,Programming Language Concepts,"In this module, students will learn about data representation, programming and compilation. In the first part, we will learn how binary is used to encode values (data) and instructions (code). We will then learn how to create complex data types and how object oriented programming works behind the scenes. In the second part, we will work on the different aspects of compilation, including lexical and syntaxic analysis, parsing and programming language design. Students will complete four small projects (2 individual and 2 group assignments) about memory management in C, C++, and compilation (lexical and syntaxic analysis and parsing). By gaining this knowledge, students will be able to understand how programming languages are designed. Program in C and C++
Design a compiler for an imperative programming language
Understand how data/instructions are stored and represented in the computer’s memory
Understand the link between imperative and object-oriented languages
Understand the compilation process Understand how memory is used to store data and instructions on a computer
Ability to program in C and C++
Understand the imperative programming paradigm
Understand the compilation process
Ability to learn any imperative programming language","['data', 'representation', 'programming', 'compilation', 'create', 'complex', 'data', 'type', 'object', 'oriented', 'programming', 'lexical', 'analysis', 'parsing', 'programming', 'language', 'design', 'memory', 'management', 'c', 'compilation', 'c', 'computer', 'memory', 'object', 'oriented', 'language', 'understand', 'compilation', 'c', 'compilation']"
