Query,Skill,Skill_Description,start_ind,end_ind
analysis,Gait Analysis,"Gait analysis is the systematic study of animal locomotion, more specifically the study of human motion, using the eye and the brain of observers, augmented by instrumentation for measuring body movements, body mechanics, and the activity of the muscles. Gait analysis is used to assess and treat individuals with conditions affecting their ability to walk. It is also commonly used in sports biomechanics to help athletes run more efficiently and to identify posture-related or movement-related problems in people with injuries.","[0, 255]","[13, 268]"
analysis,Colorimetric Analysis,"Colorimetric analysis is a method of determining the concentration of a chemical element or chemical compound in a solution with the aid of a color reagent. It is applicable to both organic compounds and inorganic compounds and may be used with or without an enzymatic stage. The method is widely used in medical laboratories and for industrial purposes, e.g. the analysis of water samples in connection with industrial water treatment.",[0],[21]
analysis,Business Analysis Body Of Knowledge (BABOK),"A Guide to the Business Analysis Body of Knowledge (BABOK) is a guide about business analysis, issued by the International Institute of Business Analysis (IIBA), attempting to reflect current best practice and to provide a framework that describes the areas of knowledge, with associated activities and tasks and techniques required, from the International Institute of Business Analysis</ref>",[15],[58]
analysis,User Analysis,"In systems design, user analysis is the means by which scientists, engineers and technical writers determine the characteristics of users which will influence the development of software systems or other technological products. During the process, developers in technical fields gather information about users of their products through interviews, focus groups and other forms of qualitative research. This is typically performed by forming use cases based upon the actual work flow tasks which the users will perform while using a given piece of technology. Such analyses are vital to the composition of software documentation.",[19],[32]
analysis,Principal Component Analysis,"The principal components of a collection of points in a real p-space are a sequence of  direction vectors, where the  vector is the direction of a line that best fits the data while being orthogonal to the first  vectors. Here, a best-fitting line is defined as one that minimizes the average squared distance from the points to the line. These directions constitute an orthonormal basis in which different individual dimensions of the data are linearly uncorrelated. Principal component analysis (PCA) is the process of computing the principal components and using them to perform a change of basis on the data, sometimes using only the first few principal components and ignoring the rest.",[468],[496]
analysis,Motion Analysis,"Motion analysis is used in computer vision, image processing, high-speed photography and machine vision that studies methods and applications in which two or more consecutive images from an image sequences, e.g., produced by a video camera or high-speed camera, are processed to produce information based on the apparent motion in the images. In some applications, the camera is fixed relative to the scene and objects are moving around in the scene, in some applications the scene is more or less fixed and the camera is moving, and in some cases both the camera and the scene are moving.",[0],[15]
analysis,Heuristic Analysis,"Heuristic analysis is a method employed by many computer antivirus programs designed to detect previously unknown computer viruses, as well as new variants of viruses already in the ""wild"".",[0],[18]
analysis,Modal Analysis,"Modal analysis is the study of the dynamic properties of systems in the frequency domain. Examples would include measuring the vibration of a car's body when it is attached to a shaker, or the noise pattern in a room when excited by a loudspeaker.",[0],[14]
analysis,Sieve Analysis,A sieve analysis is a practice or procedure used in civil engineering and chemical engineering to assess the particle size distribution of a granular material by allowing the material to pass through a series of sieves of progressively smaller mesh size and weighing the amount of material that is stopped by each sieve as a fraction of the whole mass.,[2],[16]
analysis,Uncertainty Analysis,"Uncertainty analysis investigates the uncertainty of variables that are used in decision-making problems in which observations and models represent the knowledge base. In other words, uncertainty analysis aims to make a technical contribution to decision-making through the quantification of uncertainties in the relevant variables.","[0, 184]","[20, 204]"
analysis,Document Layout Analysis,"In computer vision or natural language processing, document layout analysis is the process of identifying and categorizing the regions of interest in the scanned image of a text document. A reading system requires the segmentation of text zones from non-textual ones and the arrangement in their correct reading order. Detection and labeling of the different zones as text body, illustrations, math symbols, and tables embedded in a document is called geometric layout analysis. But text zones play different logical roles inside the document and this kind of semantic labeling is the scope of the logical layout analysis.",[51],[75]
analysis,Market Share Analysis,Market share analysis is a part of market analysis and indicates how well a firm is doing in the marketplace compared to its competitors.,[0],[21]
analysis,Elemental Analysis,"Elemental analysis is a process where a sample of some material is analyzed for its elemental and sometimes isotopic composition. Elemental analysis can be qualitative, and it can be quantitative. Elemental analysis falls within the ambit of analytical chemistry, the set of instruments involved in deciphering the chemical nature of our world.","[0, 130, 197]","[18, 148, 215]"
analysis,Variable Rules Analysis,"In linguistics, variable rules analysis is a set of statistical analysis methods commonly used in sociolinguistics and historical linguistics to describe patterns of variation between alternative forms in language use. It is also sometimes known as Varbrul analysis, after the name of a software package dedicated to carrying out the relevant statistical computations. The method goes back to a theoretical approach developed by the sociolinguist William Labov in the late 1960s and early 1970s, and its mathematical implementation was developed by Henrietta Cedergren and David Sankoff in 1974.",[16],[39]
analysis,Hair Analysis,"Hair analysis may refer to the chemical analysis of a hair sample, but can also refer to microscopic analysis or comparison. Chemical hair analysis may be considered for retrospective purposes when blood and urine are no longer expected to contain a particular contaminant, typically three months or less.","[0, 134]","[13, 147]"
analysis,Conjoint Analysis,Conjoint analysis is a survey-based statistical technique used in market research that helps determine how people value different attributes that make up an individual product or service.,[0],[17]
analysis,Moisture Analysis,"Moisture analysis covers a variety of methods for measuring moisture content in both high level and trace amounts in solids, liquids, or gases. Moisture in percentage amounts is monitored as a specification in commercial food production. There are many applications where trace moisture measurements are necessary for manufacturing and process quality assurance. Trace moisture in solids must be controlled for plastics, pharmaceuticals and heat treatment processes. Gas or liquid measurement applications include dry air, hydrocarbon processing, pure semiconductor gases, bulk pure gases, dielectric gases such as those in transformers and power plants, and natural gas pipeline transport.",[0],[17]
analysis,Nodal Analysis,"In electric circuits analysis, nodal analysis, node-voltage analysis, or the branch current method is a method of determining the voltage between ""nodes"" in an electrical circuit in terms of the branch currents.",[31],[45]
analysis,News Analysis,"In trading strategy, news analysis refers to the measurement of the various qualitative and quantitative attributes of textual news stories. Some of these attributes are: sentiment, relevance, and novelty. Expressing news stories as numbers and metadata permits the manipulation of everyday information in a mathematical and statistical way. This data is often used in financial markets as part of a trading strategy or by businesses to judge market sentiment and make better business decisions.",[21],[34]
analysis,Special Core Analysis,"In the petroleum industry, special core analysis, often abbreviated SCAL or SPCAN, is a laboratory procedure for conducting flow experiments on core plugs taken from a petroleum reservoir. 
Special core analysis is distinguished from ""routine (RCAL) or conventional (CCAL) core analysis"" by adding more experiments, in particular including measurements of two-phase flow properties, determining relative permeability, capillary pressure, wettability, and electrical properties.
Due to the time-consuming and costly character of SCAL measurements, routine core analysis (RCAL) data should be inspected thoroughly to select a representative subset of samples for SCAL.","[27, 190]","[48, 211]"
analysis,Concept Analysis,"Formal concept analysis (FCA) is a principled way of deriving a concept hierarchy or formal ontology from a collection of objects and their properties. Each concept in the hierarchy represents the objects sharing some set of properties; and each sub-concept in the hierarchy represents a subset of the objects in the concepts above it. The term was introduced by Rudolf Wille in 1981, and builds on the mathematical theory of lattices and ordered sets that was developed by Garrett Birkhoff and others in the 1930s.",[7],[23]
analysis,OLIGO Primer Analysis Software,"OLIGO Primer Analysis Software was the first publicly available software for DNA primer design. The first papers describing this software were published in 1989 and 1990, and consecutive upgrades in the 1990s and 2000s, all have been cited together over 600 times in scientific journals and over 500 times in patents. The program is a comprehensive real time PCR primer and probe search and analysis tool, and also does other tasks such as siRNA and molecular beacon searches, open reading frame and restriction enzyme analysis etc. It has been created and maintained by Wojciech Rychlik and Piotr Rychlik. The OLIGO has been reviewed several times in scientific journals, for the first time in 1991 in a review in Critical Reviews in Biochemistry and Molecular Biology, and for its next upgrades.",[0],[30]
analysis,Semen Analysis,"A semen analysis, also called seminogram, or spermiogram evaluates certain characteristics of a male's semen and the sperm contained therein. It is done to help evaluate male fertility, whether for those seeking pregnancy or verifying the success of vasectomy. Depending on the measurement method, just a few characteristics may be evaluated or many characteristics may be evaluated. Collection techniques and precise measurement method may influence results.",[2],[16]
analysis,Semantic Analysis,"In linguistics, semantic analysis is the process of relating syntactic structures, from the levels of phrases, clauses, sentences and paragraphs to the level of the writing as a whole, to their language-independent meanings. It also involves removing features specific to particular linguistic and cultural contexts, to the extent that such a project is possible. The elements of idiom and figurative speech, being cultural, are often also converted into relatively invariant meanings in semantic analysis. Semantics, although related to pragmatics, is distinct in that the former deals with word or sentence choice in any given context, while pragmatics considers the unique or particular meaning derived from context or tone. To reiterate in different terms, semantics is about universally coded meaning, and pragmatics, the meaning encoded in words that is then interpreted by an audience.","[16, 488]","[33, 505]"
analysis,Frequency Analysis,"In cryptanalysis, frequency analysis is the study of the frequency of letters or groups of letters in a ciphertext. The method is used as an aid to breaking classical ciphers.",[18],[36]
analysis,Combustion Analysis,"Combustion analysis is a method used in both organic chemistry and analytical chemistry to determine the elemental composition of a pure organic compound by combusting the sample under conditions where the resulting combustion products can be quantitatively analyzed. Once the number of moles of each combustion product has been determined the empirical formula or a partial empirical formula of 
the original compound can be calculated.",[0],[19]
analysis,Harmonic Analysis,"Harmonic analysis is a branch of mathematics concerned with the representation of functions or signals as the superposition of basic waves, and the study of and generalization of the notions of Fourier series and Fourier transforms. In the past two centuries, it has become a vast subject with applications in areas as diverse as number theory, representation theory, signal processing, quantum mechanics, tidal analysis and neuroscience.",[0],[17]
analysis,Microarray Analysis,"Microarray analysis techniques are used in interpreting the data generated from experiments on DNA, RNA, and protein microarrays, which allow researchers to investigate the expression state of a large number of genes - in many cases, an organism's entire genome - in a single experiment. Such experiments can generate very large amounts of data, allowing researchers to assess the overall state of a cell or organism. Data in such large quantities is difficult - if not impossible - to analyze without the help of computer programs.",[0],[19]
analysis,Experimental Analysis Of Behavior,"The experimental analysis of behavior is school of thought in psychology founded on B. F. Skinner's philosophy of radical behaviorism and defines the basic principles used in applied behavior analysis. A central principle was the inductive reasoning data-driven examination of functional relations, as opposed to the kinds of hypothetico-deductive learning theory that had grown up in the comparative psychology of the 1920–1950 period. Skinner's approach was characterized by observation of measurable behavior which could be predicted and controlled. It owed its early success to the effectiveness of Skinner's procedures of operant conditioning, both in the laboratory and in behavior therapy.",[4],[37]
analysis,Linear Discriminant Analysis,"Linear discriminant analysis (LDA), normal discriminant analysis (NDA), or discriminant function analysis is a generalization of Fisher's linear discriminant, a method used in statistics and other fields, to find a linear combination of features that characterizes or separates two or more classes of objects or events. The resulting combination may be used as a linear classifier, or, more commonly, for dimensionality reduction before later classification.",[0],[28]
analysis,Single-Cell Analysis,"In the field of cellular biology, single-cell analysis is the study of genomics, transcriptomics, proteomics, metabolomics and cell–cell interactions at the single cell level. Due to the heterogeneity seen in both eukaryotic and prokaryotic cell populations, analyzing a single cell makes it possible to discover mechanisms not seen when studying a bulk population of cells. Technologies such as fluorescence-activated cell sorting (FACS) allow the precise isolation of selected single cells from complex samples, while high throughput single cell partitioning technologies, enable the simultaneous molecular analysis of hundreds or thousands of single unsorted cells; this is particularly useful for the analysis of transcriptome variation in genotypically identical cells, allowing the definition of otherwise undetectable cell subtypes. The development of new technologies is increasing our ability to analyze the genome and transcriptome of single cells, as well as to quantify their proteome and metabolome. Mass spectrometry techniques have become important analytical tools for proteomic and metabolomic analysis of single cells. Recent advances have enabled quantifying thousands of protein across hundreds of single cells, and thus make possible new types of analysis. In situ sequencing and fluorescence in situ hybridization (FISH) do not require that cells be isolated and are increasingly being used for analysis of tissues.",[34],[54]
analysis,Thermogravimetric Analysis,"Thermogravimetric analysis or thermal gravimetric analysis (TGA) is a method of thermal analysis in which the mass of a sample is measured over time as the temperature changes. This measurement provides information about physical phenomena, such as phase transitions, absorption, adsorption and desorption; as well as chemical phenomena including chemisorptions, thermal decomposition, and solid-gas reactions.",[0],[26]
analysis,Material Flow Analysis,"Material flow analysis (MFA), also referred to as substance flow analysis (SFA), is an analytical method to quantify flows and stocks of materials or substances in a well-defined system. MFA is an important tool to study the bio-physical aspects of human activity on different spatial and temporal scales. It is considered a core method of industrial ecology or anthropogenic, urban, social and industrial metabolism. MFA is used to study material, substance, or product flows across different industrial sectors or within ecosystems. MFA can also be applied to a single industrial installation, for example, for tracking nutrient flows through a waste water treatment plant. When combined with an assessment of the costs associated with material flows this business-oriented application of MFA is called material flow cost accounting. MFA is an important tool to study the circular economy and to devise material flow management. Since the 1990s, the number of publications related to material flow analysis has grown steadily. Peer-reviewed journals that publish MFA-related work include the Journal of Industrial Ecology, Ecological Economics, Environmental Science and Technology, and Resources, Conservation, and Recycling.","[0, 986]","[22, 1008]"
analysis,Context Analysis,"Context analysis is a method to analyze the environment in which a business operates. Environmental scanning mainly focuses on the macro environment of a business. But context analysis considers the entire environment of a business, its internal and external environment. This is an important aspect of business planning. One kind of context analysis, called SWOT analysis, allows the business to gain an insight into their strengths and weaknesses and also the opportunities and threats posed by the market within which they operate. The main goal of a context analysis, SWOT or otherwise, is to analyze the environment in order to develop a strategic plan of action for the business.","[0, 168, 334, 554]","[16, 184, 350, 570]"
analysis,Analog Signature Analysis,Analog signature analysis is electronic component and circuit board troubleshooting technique which applies a current-limited AC sinewave across two points of an electronic component or circuit.,[0],[25]
analysis,Decline Curve Analysis,"Decline curve analysis is a means of predicting future oil well or gas well production based on past production history. Production decline curve analysis is a traditional means of identifying well production problems and predicting well performance and life based on measured oil well production. 
Before the availability of computers, decline curve analysis was performed by hand on semi-log plot paper. Currently, decline curve analysis software on PC computers is used to plot production decline curves for petroleum economics analysis.","[0, 132, 337, 417]","[22, 154, 359, 439]"
analysis,Gravimetric Analysis,"Gravimetric analysis describes a set of methods used in analytical chemistry for the quantitative determination of an analyte based on its mass. The principle of this type of analysis is that once an ion's mass has been determined as a unique compound, that known measurement can then be used to determine the same analyte's mass in a mixture, as long as the relative quantities of the other constituents are known.",[0],[20]
analysis,Analysis Of Covariance,"Analysis of covariance (ANCOVA) is a general linear model which blends ANOVA and regression. ANCOVA evaluates whether the means of a dependent variable (DV) are equal across levels of a categorical independent variable (IV) often called a treatment, while statistically controlling for the effects of other continuous variables that are not of primary interest, known as covariates (CV) or nuisance variables. Mathematically, ANCOVA decomposes the variance in the DV into variance explained by the CV(s), variance explained by the categorical IV, and residual variance. Intuitively, ANCOVA can be thought of as 'adjusting' the DV by the group means of the CV(s).",[0],[22]
analysis,Matrix Analysis,"In mathematics, particularly in linear algebra and applications, matrix analysis is the study of matrices and their algebraic properties. Some particular topics out of many include; operations defined on matrices, functions of matrices, and the eigenvalues of matrices.",[65],[80]
analysis,Potential Analysis,"Potential analysis describes the structural examination of specific characteristics and competencies. Potential analyses provide information about abilities of employees, future events, methods or organizations. Due to that the analysis of the branch of production, the financial sphere, the research & development and the Human resources is differentiated.",[0],[18]
analysis,Correspondence Analysis,"Correspondence analysis (CA) or reciprocal averaging is a multivariate statistical technique proposed by Herman Otto Hartley (Hirschfeld) and later developed by Jean-Paul Benzécri. It is conceptually similar to principal component analysis, but applies to categorical rather than continuous data. In a similar manner to principal component analysis, it provides a means of displaying or summarising a set of data in two-dimensional graphical form. Its aim is to display in a biplot any structure hidden in the multivariate setting of the data table. As such it is a technique from the field of multivariate ordination. Since the variant of CA described here can by applied either with a focus on the rows or on the columns it should in fact be called simple (symmetric) correspondence analysis.","[0, 770]","[23, 793]"
analysis,Qualitative Data Analysis Software,"Computer-assisted qualitative data analysis software (CAQDAS) offers tools that assist with qualitative research such as transcription analysis, coding and text interpretation, recursive abstraction, content analysis, discourse analysis, grounded theory methodology, etc.",[18],[52]
analysis,Fourier Analysis,"In mathematics, Fourier analysis is the study of the way general functions may be represented or approximated by sums of simpler trigonometric functions. Fourier analysis grew from the study of Fourier series, and is named after Joseph Fourier, who showed that representing a function as a sum of trigonometric functions greatly simplifies the study of heat transfer.","[16, 154]","[32, 170]"
analysis,Non-Classical Analysis,"In mathematics, non-classical analysis is any system of analysis, other than classical real analysis, and complex, vector, tensor, etc., analysis based upon it.",[16],[38]
analysis,Audio Analysis,"Audio analysis refers to the extraction of information and meaning from audio signals for analysis, classification, storage, retrieval, synthesis, etc. The observation mediums and interpretation methods vary, as audio analysis can refer to the human ear and how people interpret the audible sound source, or it could refer to using technology such as an Audio analyzer to evaluate other qualities of a sound source such as amplitude, distortion, frequency response, and more. Once an audio source's information has been observed, the information revealed can then be processed for the logical, emotional, descriptive, or otherwise relevant interpretation by the user.","[0, 212]","[14, 226]"
analysis,Frame Analysis,"Frame analysis is a multi-disciplinary social science research method used to analyze how people understand situations and activities. Frame analysis looks at images, stereotypes, metaphors, actors, messages, and more. It examines how important these factors are and how and why they are chosen. The concept is generally attributed to the work of Erving Goffman and his 1974 book Frame analysis: An essay on the organization of experience and has been developed in social movement theory, policy studies and elsewhere.","[0, 135, 380]","[14, 149, 394]"
analysis,Independent Component Analysis,"In signal processing, independent component analysis (ICA) is a computational method for separating a multivariate signal into additive subcomponents. This is done by assuming that the subcomponents are non-Gaussian signals and that they are statistically independent from each other. ICA is a special case of blind source separation. A common example application is the ""cocktail party problem"" of listening in on one person's speech in a noisy room.",[22],[52]
analysis,Discourse Analysis,"Discourse analysis (DA), or discourse studies, is an approach to the analysis of written, vocal, or sign language use, or any significant semiotic event.",[0],[18]
analysis,Event Tree Analysis,"Event tree analysis (ETA) is a forward, top-down, logical modeling technique for both success and failure that explores responses through a single initiating event and lays a path for assessing probabilities of the outcomes and overall system analysis. This analysis technique is used to analyze the effects of functioning or failed systems given that an event has occurred. ETA is a powerful tool that will identify all consequences of a system that have a probability of occurring after an initiating event that can be applied to a wide range of systems including: nuclear power plants, spacecraft, and chemical plants. This technique may be applied to a system early in the design process to identify potential issues that may arise, rather than correcting the issues after they occur. With this forward logic process, use of ETA as a tool in risk assessment can help to prevent negative outcomes from occurring, by providing a risk assessor with the probability of occurrence. ETA uses a type of modeling technique called event tree, which branches events from one single event using Boolean logic.",[0],[19]
analysis,Qualitative Inorganic Analysis,"Classical qualitative inorganic analysis is a method of analytical chemistry which seeks to find the elemental composition of inorganic compounds. It is mainly focused on detecting ions in an aqueous solution, therefore materials in other forms may need to be brought to this state before using standard methods. The solution is then treated with various reagents to test for reactions characteristic of certain ions, which may cause color change, precipitation and other visible changes.",[10],[40]
analysis,Viewshed Analysis,"Viewshed analysis is a computational algorithm that delineates a viewshed, the area that is visible from a given location. It is a common part of the terrain analysis toolset found in of most geographic information system (GIS) software. The analysis uses the elevation value of each cell of the digital elevation model (DEM) to determine visibility to or from a particular cell. The location of this particular cell varies depending on the needs of the analysis. 
For example, a viewshed analysis is commonly used to locate communication towers or determining the view from a road. Viewsheds can be calculated using an individual point such as a tower or multiple points such as a line representing a road. When analyzing a line segment, each of the vertices along the line is calculated to determine its visible area. The process can also be reversed. For example, when locating a landfill, the analysis can determine from where the landfill is visible to keep it hidden from view.","[0, 480]","[17, 497]"
analysis,Abc Analysis,"In materials management, ABC analysis is an inventory categorization technique. ABC analysis divides an inventory into three categories—""A items"" with very tight control and accurate records, ""B items"" with less tightly controlled and good records, and ""C items"" with the simplest controls possible and minimal records.","[25, 80]","[37, 92]"
analysis,Multivariate Analysis Of Variance,"In statistics, multivariate analysis of variance (MANOVA) is a procedure for comparing multivariate sample means. As a multivariate procedure, it is used when there are two or more dependent variables, and is often followed by significance tests involving individual dependent variables separately.",[15],[48]
analysis,Metabolic Flux Analysis,"Metabolic flux analysis (MFA) is an experimental fluxomics technique used to examine production and consumption rates of metabolites in a biological system. At an intracellular level, it allows for the quantification of metabolites, thereby elucidating the central metabolism of the cell. Employing stoichiometric models of metabolism and mass spectrometry methods with isotopic mass resolution, the transfer of moieties containing isotopic tracers from one metabolite into another can be elucidated, and information about the metabolic network thus derived. Metabolic flux analysis (MFA) has many applications such as determining the limits on the ability of a biological system in producing a biochemical such as ethanol and predicting the response to gene additions or knockouts.","[0, 559]","[23, 582]"
analysis,PEST Analysis,"PEST analysis describes a framework of macro-environmental factors used in the environmental scanning component of strategic management. It is part of an external analysis when conducting a strategic analysis or doing market research, and gives an overview of the different macro-environmental factors to be taken into consideration. It is a strategic tool for understanding market growth or decline, business position, potential and direction for operations.",[0],[13]
analysis,Bloodstain Pattern Analysis,"Bloodstain Pattern Analysis (BPA) is the study and analysis of bloodstains at a known or suspected crime scene with the purpose of drawing conclusions about the nature, timing and other details of the crime. The patterns of the blood stain can help in crime scene reconstruction. It is used to study homicide or other violent crimes in which a lot of blood may be present. It is one of the several specialties of forensic science. The use of bloodstains as evidence is not new. Since the late 1950s, BPA experts have claimed to be able to use biology, physics, and mathematical calculations to reconstruct with accuracy events at a crime scene, and these claims have been accepted by the criminal justice system. It uses an analysis of the color, shape, and size of blood stains at a crime scene, as well as principles of fluid mechanics and biology to draw conclusions about the nature and proceedings of a crime scene.",[0],[27]
analysis,Thermomechanical Analysis,"Thermomechanical analysis (TMA) is a technique used in thermal analysis, a branch of materials science which studies the properties of materials as they change with temperature.",[0],[25]
analysis,Satellite Analysis Branch,"The United States Satellite Analysis Branch, part of National Oceanic and Atmospheric Administration (NOAA)'s National Environmental Satellite, Data, and Information Service's Satellite Services Division, is the operational focal point for real-time imagery products within NESDIS. It is also responsible for doing Dvorak technique intensity fixes on tropical cyclones. Its roots lie in the establishment of the Meteorological Satellite Section by January 1959.",[18],[43]
analysis,Lexical Analysis,"In computer science, lexical analysis, lexing or tokenization is the process of converting a sequence of characters into a sequence of tokens. A program that performs lexical analysis may be termed a lexer, tokenizer, or scanner, although scanner is also a term for the first stage of a lexer. A lexer is generally combined with a parser, which together analyze the syntax of programming languages, web pages, and so forth.","[21, 167]","[37, 183]"
analysis,Melting Curve Analysis,"Melting curve analysis is an assessment of the dissociation characteristics of double-stranded DNA during heating. As the temperature is raised, the double strand begins to dissociate leading to a rise in the absorbance intensity, hyperchromicity. The temperature at which 50% of DNA is denatured is known as the melting temperature.",[0],[22]
analysis,Dissolved Gas Analysis,"Dissolved gas analysis (DGA) is an examination of electrical transformer oil contaminants. Insulating materials within electrical equipment liberate gases as they slowly break down over time. The composition and distribution of these dissolved gases are indicators of the effects of deterioration, such as pyrolysis or partial discharge, and the rate of gas generation indicates the severity. DGA is beneficial to a preventive maintenance program.",[0],[22]
analysis,Flux Balance Analysis,"Flux balance analysis (FBA) is a mathematical method for simulating metabolism in genome-scale reconstructions of metabolic networks. In comparison to traditional methods of modeling, FBA is less intensive in terms of the input data required for constructing the model. Simulations performed using FBA are computationally inexpensive and can calculate steady-state metabolic fluxes for large models in a few seconds on modern personal computers.",[0],[21]
analysis,System For Electronic Document Analysis And Retrieval,"The System for Electronic Document Analysis and Retrieval (SEDAR) is a mandatory document filing and retrieval system for Canadian public companies. It is similar to EDGAR, the filing system operated by the Securities and Exchange Commission for United States public companies. SEDAR is administered by the Canadian Securities Administrators, a coordinating body comprising the 13 Canadian provincial and territorial securities commissions, and operated on their behalf since 2014 by the Alberta Securities Commission.",[4],[57]
analysis,Bioelectrical Impedance Analysis,"Bioelectrical impedance analysis (BIA) is a commonly used method for estimating body composition, in particular body fat and muscle mass. In BIA, a weak electric current flows through the body and the voltage is measured in order to calculate impedance (resistance) of the body. Most body water is stored in muscle. Therefore, if a person is more muscular there is a high chance that the person will also have more body water, which leads to lower impedance. Since the advent of the first commercially available devices in the mid-1980s the method has become popular owing to its ease of use and portability of the equipment. It is familiar in the consumer market as a simple instrument for estimating body fat. BIA actually determines the electrical impedance, or opposition to the flow of an electric current through body tissues which can then be used to estimate total body water (TBW), which can be used to estimate fat-free body mass and, by difference with body weight, body fat.",[0],[32]
analysis,Neutron Activation Analysis,"Neutron activation analysis (NAA) is the nuclear process used for determining the concentrations of elements in a vast amount of materials. NAA allows discrete sampling of elements as it disregards the chemical form of a sample, and focuses solely on its nucleus. The method is based on neutron activation and therefore requires a source of neutrons. The sample is bombarded with neutrons, causing the elements to form radioactive isotopes. The radioactive emissions and radioactive decay paths for each element are well known. Using this information, it is possible to study spectra of the emissions of the radioactive sample, and determine the concentrations of the elements within it. A particular advantage of this technique is that it does not destroy the sample, and thus has been used for analysis of works of art and historical artifacts. NAA can also be used to determine the activity of a radioactive sample.",[0],[27]
analysis,Statistical Coupling Analysis,"Statistical coupling analysis or SCA is a technique used in bioinformatics to measure covariation between pairs of amino acids in a protein multiple sequence alignment (MSA). More specifically, it quantifies how much the amino acid distribution at some position i changes upon a perturbation of the amino acid distribution at another position j. The resulting statistical coupling energy indicates the degree of evolutionary dependence between the residues, with higher coupling energy corresponding to increased dependence.",[0],[29]
analysis,Multivariate Analysis Of Covariance (MANCOVA),"Multivariate analysis of covariance (MANCOVA) is an extension of analysis of covariance (ANCOVA) methods to cover cases where there is more than one dependent variable and where the control of concomitant continuous independent variables – covariates – is required. The most prominent benefit of the MANCOVA design over the simple MANOVA is the 'factoring out' of noise or error that has been introduced by the covariant. A commonly used multivariate version of the ANOVA F-statistic is Wilks' Lambda (Λ), which represents the ratio between the error variance and the effect variance.",[0],[45]
analysis,Modeling And Analysis Of Real Time And Embedded Systems,Modeling and Analysis of Real Time and Embedded systems also known as MARTE is the OMG standard for modeling real-time and embedded applications with UML2.,[0],[55]
analysis,Structured Analysis And Design Technique,"Structured analysis and design technique (SADT) is a systems engineering and software engineering methodology for describing systems as a hierarchy of functions. SADT is a structured analysis modelling language, which uses two types of diagrams: activity models and data models. It was developed in the late 1960s by Douglas T. Ross, and was formalized and published as IDEF0 in 1981.",[0],[40]
analysis,Analysis Of Functional NeuroImages,Analysis of Functional NeuroImages (AFNI) is an open-source environment for processing and displaying functional MRI data—a technique for mapping human brain activity.,[0],[34]
analysis,Live Blood Analysis,"Live blood analysis (LBA), live cell analysis, Hemaview or nutritional blood analysis is the use of high-resolution dark field microscopy to observe live blood cells. Live blood analysis is promoted by some alternative medicine practitioners, who assert that it can diagnose a range of diseases. There is no scientific evidence that live blood analysis is reliable or effective, and it has been described as a fraudulent means of convincing patients that they are ill and should purchase dietary supplements.","[0, 167, 333]","[19, 186, 352]"
analysis,Recurrence Quantification Analysis,Recurrence quantification analysis (RQA) is a method of nonlinear data analysis for the investigation of dynamical systems. It quantifies the number and duration of recurrences of a dynamical system presented by its phase space trajectory.,[0],[34]
analysis,Spot Analysis,"Spot analysis, spot test analysis, or spot test is a chemical test, a simple and efficient technique where analytic assays are executed in only one, or a few drops, of a chemical solution, preferably in a great piece of filter paper, without using any sophisticated instrumentation. The development and popularization of the test is credited to Fritz Feigl.",[0],[13]
analysis,Voice Stress Analysis,"Voice stress analysis (VSA) and computer voice stress analysis (CVSA) are collectively a pseudoscientific technology that aims to infer deception from stress measured in the voice. The CVSA records the human voice using a microphone, and the technology is based on the tenet that the non-verbal, low-frequency content of the voice conveys information about the physiological and psychological state of the speaker. Typically utilized in investigative settings, the technology aims to differentiate between stressed and non-stressed outputs in response to stimuli, with high stress seen as an indication of deception.","[0, 41]","[21, 62]"
analysis,Multiple-Criteria Decision Analysis,"Multiple-criteria decision-making (MCDM) or multiple-criteria decision analysis (MCDA) is a sub-discipline of operations research that explicitly evaluates multiple conflicting criteria in decision making. Conflicting criteria are typical in evaluating options: cost or price is usually one of the main criteria, and some measure of quality is typically another criterion, easily in conflict with the cost. In purchasing a car, cost, comfort, safety, and fuel economy may be some of the main criteria we consider – it is unusual that the cheapest car is the most comfortable and the safest one. In portfolio management, managers are interested in getting high returns while simultaneously reducing risks; however, the stocks that have the potential of bringing high returns typically carry high risk of losing money. In a service industry, customer satisfaction and the cost of providing service are fundamental conflicting criteria.",[44],[79]
analysis,Structured Analysis And Design,"Structured analysis and design technique (SADT) is a systems engineering and software engineering methodology for describing systems as a hierarchy of functions. SADT is a structured analysis modelling language, which uses two types of diagrams: activity models and data models. It was developed in the late 1960s by Douglas T. Ross, and was formalized and published as IDEF0 in 1981.",[0],[30]
analysis,Climate Data Analysis Tool (CDAT),The Climate Data Analysis Tool (CDAT) is plotting software used in atmospheric sciences and climatology.,[4],[37]
machine learning,Machine Learning,"Machine learning (ML) is the study of computer algorithms that improve automatically through experience and by the use of data. It is seen as a part of artificial intelligence. Machine learning algorithms build a model based on sample data, known as ""training data"", in order to make predictions or decisions without being explicitly programmed to do so. Machine learning algorithms are used in a wide variety of applications, such as email filtering and computer vision, where it is difficult or unfeasible to develop conventional algorithms to perform the needed tasks.","[0, 177, 355]","[16, 193, 371]"
